id	text	target	category	polarity
929329:2	la rosa waltz think best 	La Rosa	FOOD#QUALITY	positive
929329:3	interesting selection good wine service fine fun decor 	wines	DRINKS#QUALITY	positive
929329:3	interesting selection good wine service fine fun decor 	service	SERVICE#GENERAL	positive
929329:3	interesting selection good wine service fine fun decor 	decor	AMBIENCE#GENERAL	positive
929329:3	interesting selection good wine service fine fun decor 	selection	FOOD#STYLE_OPTIONS	positive
935633:1	love 	NULL	RESTAURANT#GENERAL	positive
935633:2	plan stopping next week well 	NULL	RESTAURANT#GENERAL	positive
935633:3	found cold night perfect spot warm 	spot	RESTAURANT#MISCELLANEOUS	positive
935633:4	recieved prompt service smile 	service	SERVICE#GENERAL	positive
935633:5	exemplifies soho cute artsy interesting 	NULL	AMBIENCE#GENERAL	positive
935633:6	definately check 	NULL	RESTAURANT#GENERAL	positive
955711:0	place blew away far new favorite restaurant uppereast side 	place	RESTAURANT#GENERAL	positive
955711:1	wine list extensive impressive 	wine list	DRINKS#STYLE_OPTIONS	positive
955711:2	love atmosphere felt like paris 	atmosphere	AMBIENCE#GENERAL	positive
955711:3	mussel fantastic dessert definitely going back soon 	mussels	FOOD#QUALITY	positive
955711:3	mussel fantastic dessert definitely going back soon 	dessert	FOOD#QUALITY	positive
955711:3	mussel fantastic dessert definitely going back soon 	NULL	RESTAURANT#GENERAL	positive
957145:1	coming year nothing good thing say service great staff la lanterna 	service	SERVICE#GENERAL	positive
957145:1	coming year nothing good thing say service great staff la lanterna 	staff	SERVICE#GENERAL	positive
957145:2	year host vittorio crew always treated family although business little gem amazing even able remember consistent frequent visitor 	host	SERVICE#GENERAL	positive
957145:2	year host vittorio crew always treated family although business little gem amazing even able remember consistent frequent visitor 	crew	SERVICE#GENERAL	positive
957145:3	also amazed new addition past year new jazz bar fantastic dining garden best thin crust pizza lasagna menu die average lasagna 	Dining Garden	AMBIENCE#GENERAL	positive
957145:3	also amazed new addition past year new jazz bar fantastic dining garden best thin crust pizza lasagna menu die average lasagna 	Jazz Bar	AMBIENCE#GENERAL	positive
957145:3	also amazed new addition past year new jazz bar fantastic dining garden best thin crust pizza lasagna menu die average lasagna 	Thin Crust Pizzas	FOOD#QUALITY	positive
957145:3	also amazed new addition past year new jazz bar fantastic dining garden best thin crust pizza lasagna menu die average lasagna 	Lasagna Menu	FOOD#QUALITY	positive
957145:4	love place 	PLACE	RESTAURANT#GENERAL	positive
957145:5	keep good work guy 	NULL	RESTAURANT#GENERAL	positive
958809:1	say never disapointing meal 	meal	FOOD#QUALITY	positive
958809:2	could made meal yummy dumpling dumpling menu 	dumplings	FOOD#QUALITY	positive
958809:3	luckily saved room bbq salmon sea bass crispy duck 	BBQ Salmon	FOOD#QUALITY	positive
958809:3	luckily saved room bbq salmon sea bass crispy duck 	Sea Bass	FOOD#QUALITY	positive
958809:3	luckily saved room bbq salmon sea bass crispy duck 	Crispy Duck	FOOD#QUALITY	positive
